year,week,date,track,artists,url
2016,15,9 de abril,7 Years,['Lukas Graham'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,16,16 de abril,Catch & Release,"['Matt Simons', 'Deepend']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,17,23 de abril,Stressed Out,['Twenty One Pilots'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,18,30 de abril,Cheap Thrills,"['Sia', 'Sean Paul']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,19,7 de mayo,Cheap Thrills,"['Sia', 'Sean Paul']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,20,14 de mayo,Duele el corazón,"['Enrique Iglesias', 'Wisin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,21,21 de mayo,Duele el corazón,"['Enrique Iglesias', 'Wisin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,22,28 de mayo,No,['Meghan Trainor'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,23,4 de junio,I Took a Pill in Ibiza,"['Mike Posner', 'SeeB']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,24,11 de junio,One Dance,"['Drake', 'Kyla', 'Wizkid']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,25,18 de junio,One Dance,"['Drake', 'Kyla', 'Wizkid']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,26,25 de junio,Can't Stop the Feeling!,['Justin Timberlake'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,27,2 de julio,One Dance,"['Drake', 'Kyla', 'Wizkid']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,28,9 de julio,Can't Stop the Feeling!,['Justin Timberlake'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,29,16 de julio,Can't Stop the Feeling!,['Justin Timberlake'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,30,23 de julio,Ain't Your Mama,['Jennifer Lopez'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,31,30 de julio,Don't Let Me Down,"['The Chainsmokers', 'Daya']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,32,6 de agosto,Cómo te atreves,['Morat'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,33,13 de agosto,This Girl,"['Kungs', 'Cookin’ on 3 Burners']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,34,20 de agosto,This Girl,"['Kungs', 'Cookin’ on 3 Burners']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,35,27 de agosto,La bicicleta,"['Carlos Vives', 'Shakira']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,36,3 de septiembre,La bicicleta,"['Carlos Vives', 'Shakira']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,37,10 de septiembre,Cold Water,"['Major Lazer', 'Justin Bieber', 'MØ']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,38,17 de septiembre,We Don't Talk Anymore,"['Charlie Puth', 'Selena Gomez']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,39,24 de septiembre,Closer,"['The Chainsmokers', 'Halsey']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,40,1 de octubre,Ride,['Twenty One Pilots'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,41,8 de octubre,Let Me Love You,"['DJ Snake', 'Justin Bieber']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,42,15 de octubre,Borró cassette,['Maluma'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,43,22 de octubre,24K Magic,['Bruno Mars'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,44,29 de octubre,Sincericidio,['Leiva'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,45,5 de noviembre,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,46,12 de noviembre,The Greatest,"['Sia', 'Kendrick Lamar']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,47,19 de noviembre,Heathens,['Twenty One  Pilots'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,48,26 de noviembre,Safari,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,49,3 de diciembre,Lost On You,['LP'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,50,10 de diciembre,Starboy,"['The Weeknd', 'Daft Punk']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,51,17 de diciembre,Starboy,"['The Weeknd', 'Daft Punk']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,52,24 de diciembre,Chantaje,"['Shakira', 'Maluma']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2016,53,31 de diciembre,Chantaje,"['Shakira', 'Maluma']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2016
2017,1,7 de enero,Rockabye,"['Clean Bandit ft. Sean Paul', 'Anne-Marie']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,2,14 de enero,Rockabye,"['Clean Bandit ft. Sean Paul', 'Anne-Marie']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,3,21 de enero,Human,"[""Rag'n'Bone Man""]",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,4,28 de enero,Shape of You,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,5,4 de febrero,Shape of You,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,6,11 de febrero,Despacito,['Luis Fonsi ft. Daddy Yankee'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,7,18 de febrero,Despacito,['Luis Fonsi ft. Daddy Yankee'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,8,25 de febrero,La lluvia en los zapatos,['Leiva'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,9,4 de marzo,Sexual,['Neiked ft. Dyo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,10,11 de marzo,I Feel It Coming,['The Weeknd ft. Daft Punk'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,11,18 de marzo,Shape of You,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,12,25 de marzo,Shape of You,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,13,1 de abril,Chained to the Rhythm,['Katy Perry ft. Skip Marley'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,14,8 de abril,Súbeme la radio,"['Enrique Iglesias ft. Descemer Bueno', 'Zion & Lennox']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,15,15 de abril,Something Just Like This,['The Chainsmokers ft. Coldplay'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,16,22 de abril,Something Just Like This,['The Chainsmokers ft. Coldplay'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,17,29 de abril,It Ain't Me,"['Kygo', 'Selena Gomez']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,18,6 de mayo,Despacito (remix),"['Luis Fonsi ft. Daddy Yankee', 'Justin Bieber']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,19,13 de mayo,You Don't Know Me,['Jax Jones ft. Raye'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,20,20 de mayo,Way Down We Go,['Kaleo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,21,27 de mayo,Me enamoré,['Shakira'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,22,3 de junio,Hey Ma,['J Balvin & Pitbull ft. Camila Cabello'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,23,10 de junio,Felices los 4,['Maluma'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,24,17 de junio,Swalla,"['Jason Derulo ft. Nicki Minaj', 'Ty Dolla $ign']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,25,24 de junio,Sign of the Times,['Harry Styles'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,26,1 de julio,Issues,['Julia Michaels'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,27,8 de julio,Malibu,['Miley Cyrus'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,28,15 de julio,Solo si es contigo,['Bombai ft. Bebe'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,29,22 de julio,Attention,['Charlie Puth'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,30,29 de julio,Attention,['Charlie Puth'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,31,5 de agosto,"Yo contigo, tú conmigo","['Morat', 'Álvaro Soler']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,32,12 de agosto,Mi gente,"['J Balvin', 'Willy William']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,33,19 de agosto,Wild Thoughts,"['DJ Khaled ft. Bryson Tiller', 'Rihanna']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,34,26 de agosto,Feels,"['Calvin Harris ft. Big Sean', 'Katy Perry', 'Pharrell Williams']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,35,2 de septiembre,Feels,"['Calvin Harris ft. Big Sean', 'Katy Perry', 'Pharrell Williams']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,36,9 de septiembre,Me rehúso,['Danny Ocean'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,37,16 de septiembre,OK,"['Robin Schulz', 'James Blunt']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,38,23 de septiembre,Breaking Bad,['Leiva'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,39,30 de septiembre,Galway Girl,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,40,7 de octubre,No vaya a ser,['Pablo Alborán'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,41,14 de octubre,What About Us,['Pink'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,42,21 de octubre,Mi gente,"['J Balvin', 'Willy William']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,43,28 de octubre,Look What You Made Me Do,['Taylor Swift'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,44,4 de noviembre,You're the Best Thing About Me,['U2'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,45,11 de noviembre,Feel It Still,['Portugal. The Man'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,46,18 de noviembre,Havana,['Camila Cabello ft. Young Thug'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,47,25 de noviembre,Havana,['Camila Cabello ft. Young Thug'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,48,2 de diciembre,New Rules,['Dua Lipa'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,49,9 de diciembre,Dusk Till Dawn,['Zayn ft. Sia'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,50,16 de diciembre,Perfect,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,51,23 de diciembre,Perfect,['Ed Sheeran'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2017,52,30 de diciembre,Échame la culpa,"['Luis Fonsi', 'Demi Lovato']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2017
2018,1,6 de enero,Échame la culpa,"['Luis Fonsi', 'Demi Lovato']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,2,13 de enero,What Lovers Do,"['Maroon 5', 'SZA']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,3,20 de enero,Perfect duet,"['Ed Sheeran', 'Beyoncé']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,4,27 de enero,Besos en guerra,"['Morat', 'Juanes']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,5,3 de febrero,Havana,"['Camila Cabello', 'Young Thug']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,6,10 de febrero,La llamada,['Leiva'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,7,17 de febrero,Échame la culpa,"['Luis Fonsi', 'Demi Lovato']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,8,24 de febrero,Wolves,"['Selena Gomez', 'Marshmello']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,9,3 de marzo,El patio,['Pablo López'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,10,10 de marzo,How Long,['Charlie Puth'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,11,17 de marzo,Corazón,"['Maluma', 'Nego do Borel']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,12,24 de marzo,Déjate llevar,"['Juan Magán', 'Belinda', 'Manuel Turizo', 'Snova', 'B-Case']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,13,31 de marzo,Downtown,"['Anitta', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,14,7 de abril,Lo malo,"['Aitana', 'Ana Guerra']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,15,14 de abril,Wolves,"['Selena Gomez', 'Marshmello']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,16,21 de abril,Lo malo,"['Aitana', 'Ana Guerra']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,17,28 de abril,For You,"['Liam Payne', 'Rita Ora']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,18,5 de mayo,X,"['Nicky Jam', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,19,12 de mayo,Lo malo,"['Aitana', 'Ana Guerra']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,20,19 de mayo,Spinning Over You,['REYKO'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,21,26 de mayo,Never Be the Same,['Camila Cabello'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,22,2 de junio,These Days,"['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,23,9 de junio,Friends,"['Anne-Marie', 'Marshmello']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,24,16 de junio,Friends,"['Anne-Marie', 'Marshmello']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,25,23 de junio,La cintura,['Álvaro Soler'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,26,30 de junio,La cintura,['Álvaro Soler'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,27,7 de julio,These Days,"['Rudimental', 'Jess Glynne', 'Macklemore', 'Dan Caplen']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,28,14 de julio,One Kiss,"['Calvin Harris', 'Dua Lipa']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,29,21 de julio,A partir de hoy,"['David Bisbal', 'Sebastián Yatra']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,30,28 de julio,"1, 2, 3","['Sofía Reyes', 'Jason Derulo', 'De la Ghetto']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,31,4 de agosto,One Kiss,"['Calvin Harris', 'Dua Lipa']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,32,11 de agosto,Flames,"['David Guetta', 'Sia']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,33,18 de agosto,La cintura,['Álvaro Soler'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,34,25 de agosto,One Kiss,"['Calvin Harris', 'Dua Lipa']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,35,1 de septiembre,Leave a Light On,['Tom Walker'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,36,8 de septiembre,Solo,"['Clean Bandit', 'Demi Lovato']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,37,15 de septiembre,Déjala que baile,"['Melendi', 'Alejandro Sanz', 'Arkano']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,38,22 de septiembre,Fuego,['Eleni Foureira'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,39,29 de septiembre,Fuego,['Eleni Foureira'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,40,6 de octubre,Déjala que baile,"['Melendi', 'Alejandro Sanz', 'Arkano']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,41,13 de octubre,Ni la hora,"['Ana Guerra', 'Juan Magán']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,42,20 de octubre,Girls Like You,"['Maroon 5', 'Cardi B']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,43,27 de octubre,Teléfono,['Aitana'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,44,3 de noviembre,Girls Like You,"['Maroon 5', 'Cardi B']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,45,10 de noviembre,Él no soy yo,['Blas Cantó'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,46,17 de noviembre,Qué tienes tú,"['Dvicio', 'Mau', 'Ricky', 'Reik']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,47,24 de noviembre,Cuando nadie ve,['Morat'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,48,1 de diciembre,Girls Like You,"['Maroon 5', 'Cardi B']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,49,8 de diciembre,Lo siento,['Beret'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,50,15 de diciembre,Lo siento,['Beret'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,51,22 de diciembre,Promises,"['Calvin Harris', 'Sam Smith']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2018,52,29 de diciembre,Ya no quiero ná,['Lola Indigo'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2018
2019,1,5 de enero,Cuando nadie ve,['Morat'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,2,12 de enero,Promises,"['Calvin Harris', 'Sam Smith']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
