,Id,Name,Category,Subcategory,Price,Brand,Currency
69,28658,Zanahoria Ecológica,Frescos,Frescos de Temporada,1.99€,ECOOOO,€
70,28039,Brócoli Ecológico,Frescos,Frescos de Temporada,2.69€,ECOOOO,€
71,28659,Calabacín Ecológico - 2-3 unidades,Frescos,Frescos de Temporada,2.79€,ECOOOO,€
72,42510,Pera Comice ( tipo Puigcerdà),Frescos,Frescos de Temporada,3.58€,Fruites i  Verdures Lluís Macià,€
73,42512,Granada,Frescos,Frescos de Temporada,1.64€,Fruites i  Verdures Lluís Macià,€
74,26271,Plátano Canarias Maduro Extra - 3/4 unidades,Frescos,Frescos de Temporada,1.69€,Plátano de Canarias,€
75,44916,Calabacin Extra 1-2 uds,Frescos,Frescos de Temporada,0.99€,Antolín,€
76,44912,Puerro a Granel Extra 1-2 uds,Frescos,Frescos de Temporada,1.49€,Antolín,€
77,42538,Calabacín,Frescos,Frescos de Temporada,1.68€,Fruites i  Verdures Lluís Macià,€
78,25912,Tomate Cor de Bou Extra - 2/3 unidades,Frescos,Frescos de Temporada,3.19€,Antolín,€
79,25904,Patata Kennebec Extra (ideal para freir) 1Kg,Frescos,Frescos de Temporada,1.30€,Antolín,€
80,26638,Judía Perona Extra,Frescos,Frescos de Temporada,3.49€,Antolín,€
81,25880,Cebolla Dulce - 4 unidades Extra (ideal ensalada),Frescos,Frescos de Temporada,2.25€,Antolín,€
82,28160,Cebolla Tierna Extra Maresme,Frescos,Frescos de Temporada,2.09€,Antolín,€
83,26640,Boniato Extra - 2-3 unidades,Frescos,Frescos de Temporada,1.29€,Antolín,€
84,25890,Espárragos Verdes Trigueros 1ª,Frescos,Frescos de Temporada,3.19€,Antolín,€
85,25891,Espárragos Verdes Trigueros Extra,Frescos,Frescos de Temporada,5.99€,Antolín,€
86,31545,Limón 1ª 5-6 unidades,Frescos,Frescos de Temporada,1.49€,Antolín,€
87,46821,Brócoli Extra 1ud,Frescos,Frescos de Temporada,1.40€,Antolín,€
88,25898,Lechuga Maravilla Extra,Frescos,Frescos de Temporada,1.29€,Antolín,€
89,80777,Calçots de Valls - Manojo x25,Frescos,Frescos de Temporada,5.49€,Antolín,€
90,25895,Lechuga Escarola del Prat Extra,Frescos,Frescos de Temporada,2.25€,Antolín,€
91,25897,Lechuga Larga de Maresme Extra,Frescos,Frescos de Temporada,1.39€,Antolín,€
92,25899,Lechuga Trocadero Extra,Frescos,Frescos de Temporada,1.49€,Antolín,€
93,25896,Lechuga Hoja de Roble Extra,Frescos,Frescos de Temporada,1.89€,Antolín,€
94,26643,Zanahoria en Manojo Extra,Frescos,Frescos de Temporada,1.99€,Antolín,€
95,44914,Berenjena Extra 1-2 uds,Frescos,Frescos de Temporada,1.08€,Antolín,€
96,49326,Calabacín 1ª 1Kg,Frescos,Frescos de Temporada,2.59€,Antolín,€
97,27998,Col Kale Extra,Frescos,Frescos de Temporada,2.25€,Antolín,€
98,26840,Pimiento Rojo Extra - 1/2 unidades,Frescos,Frescos de Temporada,1.85€,Antolín,€
99,25906,Rábanos de Maresme Extra,Frescos,Frescos de Temporada,0.99€,Antolín,€
100,42539,Berenjena Negra,Frescos,Frescos de Temporada,1.23€,Fruites i  Verdures Lluís Macià,€
101,42540,Berenjena Lila,Frescos,Frescos de Temporada,1.79€,Fruites i  Verdures Lluís Macià,€
102,42560,Ajos Tiernos,Frescos,Frescos de Temporada,1.25€,Fruites i  Verdures Lluís Macià,€
103,80172,Cabeza de Ajo 2uds,Frescos,Frescos de Temporada,1.30€,Fruites i  Verdures Lluís Macià,€
104,31405,Pimiento Verde Italiano Ecológico,Frescos,Frescos de Temporada,2.35€,ECOOOO,€
105,29245,Berenjena Ecológica - 1/2 unidades,Frescos,Frescos de Temporada,3.89€,ECOOOO,€
106,53626,Flores de Brócoli Ecológico 500gr,Frescos,Frescos de Temporada,1.79€,ECOOOO,€
107,29244,Pimiento Rojo Ecológico - 1-2 unidades,Frescos,Frescos de Temporada,2.59€,ECOOOO,€
108,28044,Coliflor Ecológica,Frescos,Frescos de Temporada,2.79€,ECOOOO,€
109,28046,Lechuga Maravilla Ecológica,Frescos,Frescos de Temporada,2.19€,ECOOOO,€
110,36153,Pepino Ecológico - 2-3 unidades,Frescos,Frescos de Temporada,2.89€,ECOOOO,€
111,44363,Fresón Ecológico Caja 1 Kg,Frescos,Frescos de Temporada,8.95€,ECOOOO,€
112,37176,Fresón Ecológico 250gr,Frescos,Frescos de Temporada,3.10€,ECOOOO,€
113,30766,Piña Costa Rica,Frescos,Frescos de Temporada,5.99€,Antolín,€
114,25866,Grosella Extra,Frescos,Frescos de Temporada,7.49€,Antolín,€
115,25870,Moras Extra,Frescos,Frescos de Temporada,3.79€,Antolín,€
116,27456,Mandarina Clementina 1ª,Frescos,Frescos de Temporada,2.79€,Antolín,€
117,46681,Grosella,Frescos,Frescos de Temporada,4.98€,Fruites i  Verdures Lluís Macià,€
118,48379,Naranja Sanguina,Frescos,Frescos de Temporada,3.28€,Fruites i  Verdures Lluís Macià,€
119,42513,Melón Bollo/Vicentin Bodega,Frescos,Frescos de Temporada,13.30€,Fruites i  Verdures Lluís Macià,€
120,28659,Calabacín Ecológico - 2-3 unidades,Frescos,Frescos Ecológicos,2.79€,ECOOOO,€
121,28040,Calabaza Ecológica 800gr - 1kg,Frescos,Frescos Ecológicos,2.69€,ECOOOO,€
122,25123,Huevos Ecológicos Mans Cat. 0 M/L (6 ud),Frescos,Frescos Ecológicos,2.59€,MANS,€
123,28053,Limón Ecológico - 4/5 unidades,Frescos,Frescos Ecológicos,2.49€,ECOOOO,€
124,28052,Kiwi Verde Zespri Ecológico - 4 unidades,Frescos,Frescos Ecológicos,2.99€,ECOOOO,€
125,57586,Tomate Marmalindo  Eco,Frescos,Frescos Ecológicos,3.19€,ECOOOO,€
126,37175,Aguacate Ecológico Verde - 2-3 unidades,Frescos,Frescos Ecológicos,3.79€,ECOOOO,€
127,28049,Patata Blanca Ecológica 2 Kg,Frescos,Frescos Ecológicos,3.89€,ECOOOO,€
128,28660,Plátano de Canarias Ecológico Verde - 4-5 unidades,Frescos,Frescos Ecológicos,2.59€,ECOOOO,€
129,37940,Arándanos Ecológicos,Frescos,Frescos Ecológicos,2.99€,ECOOOO,€
130,28056,Manzana Golden Ecológica - 3-4 unidades,Frescos,Frescos Ecológicos,2.79€,ECOOOO,€
131,28054,Mandarina Ecológica,Frescos,Frescos Ecológicos,2.35€,ECOOOO,€
132,37941,Frambuesas Ecológicas,Frescos,Frescos Ecológicos,3.25€,ECOOOO,€
133,28055,Pera Conference Ecológica - 4-5 unidades,Frescos,Frescos Ecológicos,2.99€,ECOOOO,€
134,28059,Naranja de Mesa Ecológica 1kg,Frescos,Frescos Ecológicos,1.99€,ECOOOO,€
135,36153,Pepino Ecológico - 2-3 unidades,Frescos,Frescos Ecológicos,2.89€,ECOOOO,€
136,28042,Cebolla Seca Ecológica (ideal freír) - 4 unidades,Frescos,Frescos Ecológicos,1.99€,ECOOOO,€
137,29244,Pimiento Rojo Ecológico - 1-2 unidades,Frescos,Frescos Ecológicos,2.59€,ECOOOO,€
138,28050,Tomate de Ensalada Ecológico - 2/3 unidades,Frescos,Frescos Ecológicos,2.79€,ECOOOO,€
139,28046,Lechuga Maravilla Ecológica,Frescos,Frescos Ecológicos,2.19€,ECOOOO,€
140,32626,Tomate de Colgar Ecológico,Frescos,Frescos Ecológicos,2.95€,ECOOOO,€
141,28035,Ajo Ecológico - 3/4 unidades,Frescos,Frescos Ecológicos,2.69€,ECOOOO,€
142,32625,Tomate de Rama Ecológico,Frescos,Frescos Ecológicos,3.19€,ECOOOO,€
143,28658,Zanahoria Ecológica,Frescos,Frescos Ecológicos,1.99€,ECOOOO,€
144,29245,Berenjena Ecológica - 1/2 unidades,Frescos,Frescos Ecológicos,3.89€,ECOOOO,€
145,31405,Pimiento Verde Italiano Ecológico,Frescos,Frescos Ecológicos,2.35€,ECOOOO,€
146,31406,Tomate Cherry Ecológico,Frescos,Frescos Ecológicos,1.99€,ECOOOO,€
147,28044,Coliflor Ecológica,Frescos,Frescos Ecológicos,2.79€,ECOOOO,€
148,28043,Col Rizada Ecológica,Frescos,Frescos Ecológicos,2.65€,ECOOOO,€
149,28037,Apio Ecológico,Frescos,Frescos Ecológicos,2.69€,ECOOOO,€
150,28058,Manzana Fuji Eco - 4 unidades,Frescos,Frescos Ecológicos,3.19€,ECOOOO,€
151,37421,Cúrcuma Ecológica,Frescos,Frescos Ecológicos,1.89€,ECOOOO,€
152,37179,Jengibre Ecológico,Frescos,Frescos Ecológicos,1.89€,ECOOOO,€
153,34528,Remolacha Ecológica,Frescos,Frescos Ecológicos,1.65€,ECOOOO,€
154,31404,Judía Perona Ecológica,Frescos,Frescos Ecológicos,4.89€,ECOOOO,€
155,78581,Patata Roja 1kg,Frescos,Frescos Ecológicos,2.49€,ECOOOO,€
156,56212,Calabaza Ecológica 500-800gr,Frescos,Frescos Ecológicos,2.09€,ECOOOO,€
157,28039,Brócoli Ecológico,Frescos,Frescos Ecológicos,2.69€,ECOOOO,€
158,28045,Lechuga Hoja de Roble Ecológica,Frescos,Frescos Ecológicos,2.09€,ECOOOO,€
159,41740,Boniato Ecológico,Frescos,Frescos Ecológicos,2.45€,ECOOOO,€
160,79100,Lechuga Hoja Roble Verde,Frescos,Frescos Ecológicos,2.09€,ECOOOO,€
161,25116,Avellana en Grano Ecológica ECOOOO,Frescos,Frescos Ecológicos,3.96€,ECOOOO,€
162,44081,Anacardo Frito y Salado Ecoooo 130g,Frescos,Frescos Ecológicos,5.05€,ECOOOO,€
163,44084,Cocktail Ensaladas Ecoooo 120g,Frescos,Frescos Ecológicos,4.09€,ECOOOO,€
164,44087,Incaberris Ecoooo 140g,Frescos,Frescos Ecológicos,4.89€,ECOOOO,€
165,44090,Nueces de Macadamia Crudas Ecoooo 120g,Frescos,Frescos Ecológicos,8.59€,ECOOOO,€
166,44092,Arándanos Rojos Ecoooo 140g,Frescos,Frescos Ecológicos,4.29€,ECOOOO,€
167,44094,Nueces de Brasil Ecoooo 130g,Frescos,Frescos Ecológicos,6.59€,ECOOOO,€
168,44095,Orejones Ecoooo 120g,Frescos,Frescos Ecológicos,2.19€,ECOOOO,€
169,44096,Piñones Ecoooo 75g,Frescos,Frescos Ecológicos,8.89€,ECOOOO,€
170,44098,Ciruelas sin Hueso Ecoooo 120g,Frescos,Frescos Ecológicos,3.39€,ECOOOO,€
171,44101,Almendra Tostada Ecológica ECOOOO,Frescos,Frescos Ecológicos,4.39€,ECOOOO,€
172,44102,Cacahuetes Fritos y Salados Eco ECOOOO,Frescos,Frescos Ecológicos,2.85€,ECOOOO,€
173,44103,Pistachos Salados Eco ECOOOO,Frescos,Frescos Ecológicos,6.19€,ECOOOO,€
174,44104,Nueces en Grano Ecológicas ECOOOO,Frescos,Frescos Ecológicos,3.99€,ECOOOO,€
175,44105,Pasas Ecológicas ECOOOO,Frescos,Frescos Ecológicos,2.85€,ECOOOO,€
176,57342,Pomelo Ecológico 600gr,Frescos,Frescos Ecológicos,2.79€,ECOOOO,€
177,44363,Fresón Ecológico Caja 1 Kg,Frescos,Frescos Ecológicos,8.95€,ECOOOO,€
178,37176,Fresón Ecológico 250gr,Frescos,Frescos Ecológicos,3.10€,ECOOOO,€
179,44079,Almendra Salada Ecoooo 120g,Frescos,Frescos Ecológicos,4.76€,ECOOOO,€
180,47282,Cesta Fruta Ecológica 7kg,Frescos,Frutas,29.95€,ECOOOO,€
181,49191,Pera Conference Ecológica - 8-10 unidades,Frescos,Frutas,5.68€,ECOOOO,€
182,47493,Mandarina Ecológica 2 Kg,Frescos,Frutas,4.09€,ECOOOO,€
183,50643,Manzana Royal Gala Eco - 4 unidades,Frescos,Frutas,2.79€,ECOOOO,€
184,29403,Cesta Mixta Temporada Semanal 2-3 Personas (7 Kg aprox),Frescos,Frutas,25.95€,Antolín,€
185,45940,Cesta Fruta de Temporada Semanal 2-3 Personas,Frescos,Frutas,26.90€,Antolín,€
186,28000,Fresas Tipo Fresón Extra,Frescos,Frutas,3.19€,Antolín,€
187,26641,Mango de Avión Super Extra - 2 unidades,Frescos,Frutas,11.59€,Antolín,€
188,26642,Aguacate Extra EXOTICA - 2 unidades,Frescos,Frutas,4.25€,Antolín,€
189,27455,Naranja de Zumo en Bolsa 5Kg,Frescos,Frutas,6.29€,Antolín,€
190,48267,Fresas de Huelva 500g,Frescos,Frutas,2.99€,Fruites i  Verdures Lluís Macià,€
191,42535,Fresas de Maresme 500g,Frescos,Frutas,4.98€,Fruites i  Verdures Lluís Macià,€
192,44363,Fresón Ecológico Caja 1 Kg,Frescos,Frutas,8.95€,ECOOOO,€
193,37176,Fresón Ecológico 250gr,Frescos,Frutas,3.10€,ECOOOO,€
194,42512,Granada,Frescos,Frutas,1.64€,Fruites i  Verdures Lluís Macià,€
195,42502,Mandarina,Frescos,Frutas,3.98€,Fruites i  Verdures Lluís Macià,€
196,28054,Mandarina Ecológica,Frescos,Frutas,2.35€,ECOOOO,€
197,27456,Mandarina Clementina 1ª,Frescos,Frutas,2.79€,Antolín,€
198,49324,"Naranja de Mesa 1ª 1,5Kg",Frescos,Frutas,1.99€,Antolín,€
199,48379,Naranja Sanguina,Frescos,Frutas,3.28€,Fruites i  Verdures Lluís Macià,€
200,47492,Naranja de Mesa Ecológica 2 Kg,Frescos,Frutas,3.79€,ECOOOO,€
201,42503,Naranja Sanahuja Premium 1kg,Frescos,Frutas,2.98€,Fruites i  Verdures Lluís Macià,€
202,28059,Naranja de Mesa Ecológica 1kg,Frescos,Frutas,1.99€,ECOOOO,€
203,49321,Kiwi Verde 1ª 500gr,Frescos,Frutas,1.65€,Antolín,€
204,42515,Kiwi Verde,Frescos,Frutas,3.87€,Fruites i  Verdures Lluís Macià,€
205,28052,Kiwi Verde Zespri Ecológico - 4 unidades,Frescos,Frutas,2.99€,ECOOOO,€
206,42516,Kiwi Amarillo,Frescos,Frutas,9.03€,Fruites i  Verdures Lluís Macià,€
207,25867,Kiwi Gold - 5/6 unidades,Frescos,Frutas,9.99€,Antolín,€
208,42520,Mango,Frescos,Frutas,3.99€,Fruites i  Verdures Lluís Macià,€
209,49313,Mango 1ª 950gr,Frescos,Frutas,3.99€,Antolín,€
210,40146,Mango Verde Ecológico - 1 unidad,Frescos,Frutas,3.19€,ECOOOO,€
211,42534,Papaya Media Unidad,Frescos,Frutas,3.38€,Fruites i  Verdures Lluís Macià,€
212,25871,Papaya Extra Media Unidad,Frescos,Frutas,4.59€,Antolín,€
213,43877,Aguacate Verde,Frescos,Frutas,4.39€,Fruites i  Verdures Lluís Macià,€
214,42519,Aguacate Maduro,Frescos,Frutas,3.99€,Fruites i  Verdures Lluís Macià,€
215,49319,Aguacate 1ª 500gr,Frescos,Frutas,2.79€,Antolín,€
216,37175,Aguacate Ecológico Verde - 2-3 unidades,Frescos,Frutas,3.79€,ECOOOO,€
217,30203,Pitahaya Dragon Fruit,Frescos,Frutas,9.69€,Antolín,€
218,43876,Plátano de Canarias Verde,Frescos,Frutas,2.47€,Fruites i  Verdures Lluís Macià,€
219,42501,Plátano de Canarias Maduro,Frescos,Frutas,2.47€,Fruites i  Verdures Lluís Macià,€
220,26271,Plátano Canarias Maduro Extra - 3/4 unidades,Frescos,Frutas,1.69€,Plátano de Canarias,€
221,28660,Plátano de Canarias Ecológico Verde - 4-5 unidades,Frescos,Frutas,2.59€,ECOOOO,€
222,47046,Banana Extra  - 3-4 unidades,Frescos,Frutas,0.99€,Antolín,€
223,42507,Manzana Pink Lady,Frescos,Frutas,3.58€,Fruites i  Verdures Lluís Macià,€
224,54535,Manzana Pink Lady 1.2kg (5-6 ud aprox),Frescos,Frutas,4.05€,Antolín,€
225,42504,Manzana Fuji,Frescos,Frutas,3.50€,Fruites i  Verdures Lluís Macià,€
226,28157,Manzana Fuji Extra - 4 unidades,Frescos,Frutas,2.65€,Antolín,€
227,42506,Manzana Royal Gala,Frescos,Frutas,3.50€,Fruites i  Verdures Lluís Macià,€
228,28159,Manzana Royal Gala Extra - 4 unidades,Frescos,Frutas,2.35€,Antolín,€
229,49314,Manzana Golden 1ª 900gr,Frescos,Frutas,1.15€,Antolín,€
230,49194,Manzana Golden Extra - 8 unidades,Frescos,Frutas,5.38€,Antolín,€
231,42505,Manzana Golden,Frescos,Frutas,2.98€,Fruites i  Verdures Lluís Macià,€
232,28056,Manzana Golden Ecológica - 3-4 unidades,Frescos,Frutas,2.79€,ECOOOO,€
233,46682,Manzana Granny Smith Eco,Frescos,Frutas,2.59€,ECOOOO,€
234,44920,Manzana Granny Extra 4-5 uds,Frescos,Frutas,2.25€,Antolín,€
235,42508,Manzana Granny Smith,Frescos,Frutas,2.50€,Fruites i  Verdures Lluís Macià,€
236,34512,Manzana Red Delicious Ecológica,Frescos,Frutas,3.05€,ECOOOO,€
237,28058,Manzana Fuji Eco - 4 unidades,Frescos,Frutas,3.19€,ECOOOO,€
238,42518,Pomelos,Frescos,Frutas,1.38€,Fruites i  Verdures Lluís Macià,€
239,49311,Limón 1ª 900gr,Frescos,Frutas,1.49€,Antolín,€
240,29847,Pechuga de Pollo Fileteada  (9-10 Filetes 500 gr),Frescos,Pollo y Aves,3.20€,Torrent,€
241,29851,Pechuga de Pavo Fileteada (4-5 Filetes 380 gr),Frescos,Pollo y Aves,2.93€,Torrent,€
242,29841,Pechuga de Pollo (380gr),Frescos,Pollo y Aves,2.15€,Torrent,€
243,29846,Pechuga de Pollo Fileteada (18-20 filetes 1100 gr),Frescos,Pollo y Aves,7.01€,Torrent,€
244,25837,Pechuga Pollo de Corral Fileteada (6 Filetes 360 gr),Frescos,Pollo y Aves,3.06€,Rei del Galliner,€
245,31035,Pechuga de Pollo Ecológico Fileteada (6-8 Filetes 285 gr),Frescos,Pollo y Aves,9.99€,Torrent,€
246,29853,Contramuslo Deshuesado de Pollo Ecológico (ideal plancha),Frescos,Pollo y Aves,6.29€,Torrent,€
247,29839,Muslos de Pollo Abiertos para Brasa (2 unidades),Frescos,Pollo y Aves,2.69€,Torrent,€
248,29837,Jamoncitos de Pollo (10-12 unidades),Frescos,Pollo y Aves,4.29€,Torrent,€
249,25839,Muslo de Pollo de Corral - abierto para brasa,Frescos,Pollo y Aves,3.99€,Rei del Galliner,€
250,42379,Pollo Groc Català Entero a Octavos para Guisar,Frescos,Pollo y Aves,9.22€,Polleries El Pagès,€
251,42992,Pollo Groc Català Entero a Cuartos Abierto para Plancha sin Hueso ni Piel,Frescos,Pollo y Aves,9.22€,Polleries El Pagès,€
252,42995,Pollo Rei del Galliner Entero a Octavos para Guisar,Frescos,Pollo y Aves,9.98€,Polleries El Pagès,€
253,43031,Codorniz Abierta,Frescos,Pollo y Aves,1.90€,Polleries El Pagès,€
254,41483,Pollo Entero eviscerado,Frescos,Pollo y Aves,4.69€,Torrent,€
255,29848,Carcasa de Pollo,Frescos,Pollo y Aves,0.49€,Torrent,€
256,43033,Picantón Entero,Frescos,Pollo y Aves,2.95€,Polleries El Pagès,€
257,42994,Pollo Rei del Galliner Entero Eviscerado ideal Horno,Frescos,Pollo y Aves,12.48€,Polleries El Pagès,€
258,29835,Alitas Partidas de Pollo,Frescos,Pollo y Aves,1.29€,Torrent,€
259,29834,Alitas de Pollo (12 unidades),Frescos,Pollo y Aves,3.99€,Torrent,€
260,29850,Estofado de Pavo,Frescos,Pollo y Aves,2.49€,Torrent,€
261,43045,Estofado de Pavo sin Piel ni Hueso a Tacos ideal Estofar,Frescos,Pollo y Aves,5.34€,Polleries El Pagès,€
262,29849,Preparado de Ave para Caldo,Frescos,Pollo y Aves,4.09€,Torrent,€
263,56406,Blanquita Sin Punta de Pollo Ecológico 350gr,Frescos,Pollo y Aves,5.49€,Polleries El Pagès,€
264,42369,Pechuga de Pollo Rei del Galliner Entera sin Piel ni Hueso,Frescos,Pollo y Aves,3.56€,Polleries El Pagès,€
265,42373,Pechuga de Corral Entera sin Piel ni Hueso,Frescos,Pollo y Aves,4.79€,Polleries El Pagès,€
266,42376,Pechuga de Pollo de Corral Filetes Finos para Rebozar 300 gr,Frescos,Pollo y Aves,4.79€,Polleries El Pagès,€
267,42374,Pechuga de Pollo de Corral Entera Abierta sin Piel ni Hueso ideal Plancha,Frescos,Pollo y Aves,4.79€,Polleries El Pagès,€
268,42375,Pechuga de Pollo de Corral a Filetes Plancha 300 gr,Frescos,Pollo y Aves,4.79€,Polleries El Pagès,€
